bmi_percentile,physical_activity_days_code,computer_use_code,sleep_code,sex_code,age_code,survey_weight,physical_activity_days,computer_use_hours,sleep_hours,female,sex_label,age_years_approx
46.70869378,2.0,2.0,2.0,2.0,7.0,1.3439,1.0,0.5,5.0,1.0,Female,18.0
88.07814594,4.0,2.0,5.0,2.0,7.0,1.3439,3.0,0.5,8.0,1.0,Female,18.0
42.03799573,2.0,3.0,4.0,2.0,7.0,1.3439,1.0,1.0,7.0,1.0,Female,18.0
21.29836523,1.0,4.0,5.0,2.0,7.0,1.3439,0.0,2.0,8.0,1.0,Female,18.0
3.482496475,1.0,4.0,3.0,2.0,7.0,1.3439,0.0,2.0,6.0,1.0,Female,18.0
46.22440078,6.0,2.0,2.0,2.0,6.0,1.3439,5.0,0.5,5.0,1.0,Female,17.0
47.18050149,1.0,2.0,4.0,2.0,7.0,1.3439,0.0,0.5,7.0,1.0,Female,18.0
41.88017444,8.0,2.0,4.0,2.0,6.0,1.3439,7.0,0.5,7.0,1.0,Female,17.0
42.90615422,7.0,2.0,4.0,2.0,7.0,1.3439,6.0,0.5,7.0,1.0,Female,18.0
68.84387879,6.0,4.0,4.0,1.0,6.0,2.4302,5.0,2.0,7.0,0.0,Male,17.0
84.25378028,6.0,6.0,5.0,1.0,7.0,2.0007,5.0,4.0,8.0,0.0,Male,18.0
16.83873014,1.0,1.0,4.0,1.0,7.0,2.4302,0.0,0.0,7.0,0.0,Male,18.0
85.0778139,2.0,1.0,3.0,1.0,7.0,2.4302,1.0,0.0,6.0,0.0,Male,18.0
41.98150796,8.0,5.0,4.0,1.0,6.0,2.4302,7.0,3.0,7.0,0.0,Male,17.0
81.94224698,1.0,6.0,5.0,1.0,6.0,2.4302,0.0,4.0,8.0,0.0,Male,17.0
68.28334828,3.0,4.0,4.0,1.0,6.0,2.4302,2.0,2.0,7.0,0.0,Male,17.0
82.1659813,7.0,4.0,3.0,1.0,6.0,2.4302,6.0,2.0,6.0,0.0,Male,17.0
91.40637186,1.0,6.0,3.0,1.0,7.0,2.4302,0.0,4.0,6.0,0.0,Male,18.0
32.49797332,2.0,2.0,6.0,1.0,3.0,2.9542,1.0,0.5,9.0,0.0,Male,14.0
74.97339737,1.0,6.0,4.0,1.0,3.0,2.9542,0.0,4.0,7.0,0.0,Male,14.0
72.66703407,2.0,3.0,2.0,1.0,3.0,2.9542,1.0,1.0,5.0,0.0,Male,14.0
22.66659312,7.0,1.0,5.0,1.0,3.0,2.9542,6.0,0.0,8.0,0.0,Male,14.0
46.66948125,2.0,5.0,4.0,1.0,4.0,2.9542,1.0,3.0,7.0,0.0,Male,15.0
98.866067,8.0,6.0,4.0,1.0,3.0,2.9542,7.0,4.0,7.0,0.0,Male,14.0
45.33714908,8.0,1.0,5.0,1.0,3.0,2.7942,7.0,0.0,8.0,0.0,Male,14.0
80.73897731,3.0,4.0,4.0,1.0,3.0,2.9542,2.0,2.0,7.0,0.0,Male,14.0
33.0342922,6.0,2.0,5.0,1.0,3.0,2.9542,5.0,0.5,8.0,0.0,Male,14.0
44.95264333,2.0,1.0,4.0,1.0,4.0,2.9542,1.0,0.0,7.0,0.0,Male,15.0
63.79127104,4.0,2.0,2.0,1.0,4.0,2.7942,3.0,0.5,5.0,0.0,Male,15.0
68.33176627,8.0,7.0,1.0,2.0,5.0,1.8782,7.0,5.0,4.0,1.0,Female,16.0
79.92043653,6.0,2.0,5.0,2.0,3.0,3.0616,5.0,0.5,8.0,1.0,Female,14.0
31.08786145,6.0,4.0,5.0,2.0,4.0,3.0616,5.0,2.0,8.0,1.0,Female,15.0
69.77678882,5.0,2.0,3.0,2.0,6.0,0.4346,4.0,0.5,6.0,1.0,Female,17.0
22.68701278,1.0,7.0,5.0,2.0,3.0,3.0616,0.0,5.0,8.0,1.0,Female,14.0
66.76021312,1.0,2.0,4.0,2.0,4.0,3.0616,0.0,0.5,7.0,1.0,Female,15.0
43.08896674,4.0,2.0,5.0,2.0,5.0,1.8782,3.0,0.5,8.0,1.0,Female,16.0
97.83665559,8.0,2.0,5.0,2.0,5.0,1.8782,7.0,0.5,8.0,1.0,Female,16.0
69.13113635,5.0,4.0,1.0,2.0,4.0,1.8782,4.0,2.0,4.0,1.0,Female,15.0
84.69244832,6.0,2.0,3.0,2.0,4.0,1.8782,5.0,0.5,6.0,1.0,Female,15.0
98.73640282,3.0,2.0,5.0,2.0,5.0,1.8782,2.0,0.5,8.0,1.0,Female,16.0
71.06344628,2.0,4.0,4.0,1.0,5.0,1.8964,1.0,2.0,7.0,0.0,Male,16.0
9.60866394,7.0,3.0,3.0,1.0,5.0,2.0845,6.0,1.0,6.0,0.0,Male,16.0
84.74197212,1.0,1.0,5.0,2.0,5.0,1.8782,0.0,0.0,8.0,1.0,Female,16.0
94.78186851,8.0,5.0,4.0,2.0,4.0,1.8782,7.0,3.0,7.0,1.0,Female,15.0
76.61594979,7.0,4.0,3.0,2.0,4.0,1.8165,6.0,2.0,6.0,1.0,Female,15.0
92.62027788,6.0,4.0,5.0,2.0,5.0,1.8782,5.0,2.0,8.0,1.0,Female,16.0
38.29380716,8.0,1.0,6.0,2.0,5.0,1.8782,7.0,0.0,9.0,1.0,Female,16.0
85.72136293,7.0,2.0,6.0,2.0,4.0,1.8782,6.0,0.5,9.0,1.0,Female,15.0
47.57670396,6.0,2.0,5.0,1.0,5.0,2.0845,5.0,0.5,8.0,0.0,Male,16.0
81.10224079,1.0,5.0,6.0,1.0,5.0,2.0845,0.0,3.0,9.0,0.0,Male,16.0
81.07986622,5.0,4.0,2.0,1.0,4.0,2.0845,4.0,2.0,5.0,0.0,Male,15.0
16.01481832,1.0,3.0,4.0,1.0,5.0,2.3451,0.0,1.0,7.0,0.0,Male,16.0
71.44508093,1.0,1.0,5.0,1.0,5.0,2.0845,0.0,0.0,8.0,0.0,Male,16.0
8.776643466,4.0,1.0,6.0,1.0,4.0,2.0845,3.0,0.0,9.0,0.0,Male,15.0
78.74951784,6.0,1.0,3.0,1.0,5.0,2.0845,5.0,0.0,6.0,0.0,Male,16.0
87.28187463,6.0,3.0,3.0,1.0,5.0,2.0845,5.0,1.0,6.0,0.0,Male,16.0
58.54997123,7.0,7.0,3.0,2.0,6.0,2.1362,6.0,5.0,6.0,1.0,Female,17.0
96.02199137,6.0,4.0,3.0,2.0,5.0,2.0902,5.0,2.0,6.0,1.0,Female,16.0
33.32195557,3.0,2.0,5.0,2.0,6.0,2.1362,2.0,0.5,8.0,1.0,Female,17.0
29.00140843,8.0,2.0,6.0,2.0,5.0,2.1362,7.0,0.5,9.0,1.0,Female,16.0
29.00140843,7.0,2.0,3.0,2.0,5.0,2.1362,6.0,0.5,6.0,1.0,Female,16.0
55.79291405,8.0,2.0,3.0,2.0,6.0,2.1362,7.0,0.5,6.0,1.0,Female,17.0
58.167767,5.0,7.0,3.0,2.0,5.0,2.2942,4.0,5.0,6.0,1.0,Female,16.0
74.79862377,8.0,4.0,5.0,2.0,6.0,2.1362,7.0,2.0,8.0,1.0,Female,17.0
77.99562031,7.0,2.0,5.0,2.0,5.0,2.1362,6.0,0.5,8.0,1.0,Female,16.0
59.96662845,8.0,3.0,4.0,2.0,5.0,2.1362,7.0,1.0,7.0,1.0,Female,16.0
86.79031424,1.0,1.0,3.0,1.0,6.0,2.1086,0.0,0.0,6.0,0.0,Male,17.0
71.44508093,6.0,3.0,6.0,1.0,5.0,2.1086,5.0,1.0,9.0,0.0,Male,16.0
78.35309341,5.0,1.0,3.0,1.0,6.0,2.1086,4.0,0.0,6.0,0.0,Male,17.0
53.01344219,1.0,2.0,4.0,1.0,5.0,2.1086,0.0,0.5,7.0,0.0,Male,16.0
60.51961267,1.0,4.0,4.0,1.0,6.0,2.1086,0.0,2.0,7.0,0.0,Male,17.0
4.324742377,1.0,2.0,3.0,1.0,6.0,2.1086,0.0,0.5,6.0,0.0,Male,17.0
5.76145587,6.0,3.0,5.0,1.0,5.0,2.1086,5.0,1.0,8.0,0.0,Male,16.0
40.43646118,1.0,3.0,3.0,1.0,6.0,2.1086,0.0,1.0,6.0,0.0,Male,17.0
71.79758191,6.0,6.0,3.0,1.0,4.0,1.8915,5.0,4.0,6.0,0.0,Male,15.0
24.92124987,2.0,2.0,3.0,1.0,4.0,1.8915,1.0,0.5,6.0,0.0,Male,15.0
78.03174669,4.0,4.0,4.0,1.0,4.0,2.2394,3.0,2.0,7.0,0.0,Male,15.0
32.49797332,3.0,2.0,4.0,1.0,3.0,1.8915,2.0,0.5,7.0,0.0,Male,14.0
53.96737126,8.0,3.0,4.0,1.0,4.0,1.8915,7.0,1.0,7.0,0.0,Male,15.0
82.96083327,1.0,2.0,1.0,1.0,4.0,1.8915,0.0,0.5,4.0,0.0,Male,15.0
0.070359897,6.0,3.0,4.0,1.0,3.0,1.8915,5.0,1.0,7.0,0.0,Male,14.0
6.85423202,7.0,3.0,4.0,1.0,4.0,1.8915,6.0,1.0,7.0,0.0,Male,15.0
76.12920997,1.0,4.0,4.0,1.0,4.0,1.8915,0.0,2.0,7.0,0.0,Male,15.0
39.22259532,8.0,3.0,5.0,1.0,4.0,1.8915,7.0,1.0,8.0,0.0,Male,15.0
22.13344692,1.0,3.0,3.0,1.0,3.0,1.789,0.0,1.0,6.0,0.0,Male,14.0
39.1338294,2.0,1.0,1.0,1.0,5.0,1.8915,1.0,0.0,4.0,0.0,Male,16.0
97.4004263,1.0,3.0,5.0,2.0,3.0,3.9786,0.0,1.0,8.0,1.0,Female,14.0
75.69056427,3.0,2.0,6.0,2.0,4.0,3.4961,2.0,0.5,9.0,1.0,Female,15.0
92.20562076,1.0,3.0,5.0,2.0,4.0,3.9786,0.0,1.0,8.0,1.0,Female,15.0
18.58008295,7.0,3.0,5.0,2.0,3.0,3.9786,6.0,1.0,8.0,1.0,Female,14.0
0.006768612,4.0,7.0,5.0,2.0,4.0,3.9786,3.0,5.0,8.0,1.0,Female,15.0
36.89716191,4.0,2.0,6.0,2.0,4.0,3.9786,3.0,0.5,9.0,1.0,Female,15.0
99.30596391,8.0,4.0,4.0,2.0,3.0,3.9786,7.0,2.0,7.0,1.0,Female,14.0
84.50209709,5.0,2.0,4.0,1.0,5.0,2.2872,4.0,0.5,7.0,0.0,Male,16.0
52.97646557,7.0,4.0,3.0,1.0,5.0,2.2872,6.0,2.0,6.0,0.0,Male,16.0
63.80149613,1.0,4.0,5.0,1.0,5.0,2.2872,0.0,2.0,8.0,0.0,Male,16.0
36.68936176,6.0,1.0,5.0,1.0,5.0,2.2872,5.0,0.0,8.0,0.0,Male,16.0
78.9594291,6.0,2.0,4.0,2.0,4.0,2.2942,5.0,0.5,7.0,1.0,Female,15.0
42.05103451,1.0,2.0,6.0,2.0,6.0,2.1362,0.0,0.5,9.0,1.0,Female,17.0
50.83565947,7.0,3.0,3.0,1.0,5.0,2.2872,6.0,1.0,6.0,0.0,Male,16.0
17.74504799,8.0,2.0,3.0,1.0,5.0,2.2872,7.0,0.5,6.0,0.0,Male,16.0
46.07997675,2.0,2.0,6.0,1.0,5.0,2.2872,1.0,0.5,9.0,0.0,Male,16.0
74.26220694,3.0,2.0,4.0,1.0,4.0,2.2872,2.0,0.5,7.0,0.0,Male,15.0
74.34578782,4.0,4.0,3.0,1.0,5.0,2.2872,3.0,2.0,6.0,0.0,Male,16.0
77.86602504,7.0,1.0,5.0,1.0,5.0,2.2872,6.0,0.0,8.0,0.0,Male,16.0
76.25276108,1.0,4.0,3.0,1.0,4.0,2.2872,0.0,2.0,6.0,0.0,Male,15.0
26.68936925,5.0,3.0,5.0,2.0,5.0,0.5309,4.0,1.0,8.0,1.0,Female,16.0
87.98815832,8.0,2.0,4.0,2.0,5.0,2.2942,7.0,0.5,7.0,1.0,Female,16.0
66.76021312,5.0,1.0,6.0,2.0,4.0,2.2942,4.0,0.0,9.0,1.0,Female,15.0
84.21561074,1.0,2.0,4.0,2.0,5.0,2.2942,0.0,0.5,7.0,1.0,Female,16.0
80.0028944,6.0,2.0,5.0,2.0,6.0,2.2188,5.0,0.5,8.0,1.0,Female,17.0
96.33551746,6.0,4.0,5.0,2.0,4.0,2.2942,5.0,2.0,8.0,1.0,Female,15.0
42.63849961,1.0,7.0,4.0,2.0,5.0,2.2942,0.0,5.0,7.0,1.0,Female,16.0
40.07525181,3.0,2.0,4.0,2.0,7.0,1.9239,2.0,0.5,7.0,1.0,Female,18.0
69.13085778,6.0,5.0,4.0,2.0,7.0,1.9239,5.0,3.0,7.0,1.0,Female,18.0
58.87622836,1.0,4.0,3.0,2.0,6.0,1.9239,0.0,2.0,6.0,1.0,Female,17.0
44.17451831,8.0,3.0,3.0,2.0,7.0,1.9239,7.0,1.0,6.0,1.0,Female,18.0
93.03240074,5.0,1.0,4.0,2.0,7.0,1.9239,4.0,0.0,7.0,1.0,Female,18.0
90.53013351,1.0,2.0,3.0,2.0,7.0,1.9239,0.0,0.5,6.0,1.0,Female,18.0
68.17556258,5.0,4.0,3.0,2.0,7.0,1.9239,4.0,2.0,6.0,1.0,Female,18.0
95.72836219,4.0,3.0,4.0,2.0,7.0,1.9239,3.0,1.0,7.0,1.0,Female,18.0
89.6840555,2.0,2.0,5.0,2.0,7.0,1.9239,1.0,0.5,8.0,1.0,Female,18.0
92.38177404,1.0,7.0,1.0,2.0,7.0,1.506,0.0,5.0,4.0,1.0,Female,18.0
97.67997894,1.0,4.0,3.0,2.0,7.0,1.9239,0.0,2.0,6.0,1.0,Female,18.0
84.95448835,1.0,3.0,4.0,1.0,7.0,2.2053,0.0,1.0,7.0,0.0,Male,18.0
95.36191231,3.0,4.0,4.0,1.0,6.0,2.2053,2.0,2.0,7.0,0.0,Male,17.0
65.84221705,5.0,7.0,2.0,1.0,6.0,2.2053,4.0,5.0,5.0,0.0,Male,17.0
31.12614491,6.0,4.0,2.0,1.0,7.0,2.2053,5.0,2.0,5.0,0.0,Male,18.0
98.5063014,1.0,3.0,2.0,1.0,6.0,2.2053,0.0,1.0,5.0,0.0,Male,17.0
65.84221705,1.0,3.0,3.0,1.0,6.0,2.2053,0.0,1.0,6.0,0.0,Male,17.0
93.60197238,1.0,7.0,1.0,1.0,7.0,0.6883,0.0,5.0,4.0,0.0,Male,18.0
96.91369875,2.0,2.0,3.0,1.0,7.0,2.2053,1.0,0.5,6.0,0.0,Male,18.0
89.23253452,1.0,3.0,5.0,1.0,6.0,2.2053,0.0,1.0,8.0,0.0,Male,17.0
71.91187626,1.0,2.0,4.0,1.0,7.0,2.2053,0.0,0.5,7.0,0.0,Male,18.0
96.62415739,1.0,2.0,4.0,1.0,5.0,1.2794,0.0,0.5,7.0,0.0,Male,16.0
50.87045271,1.0,2.0,1.0,1.0,4.0,1.2013,0.0,0.5,4.0,0.0,Male,15.0
98.37089358,1.0,3.0,2.0,1.0,5.0,1.2794,0.0,1.0,5.0,0.0,Male,16.0
17.6022081,1.0,2.0,5.0,1.0,4.0,1.2013,0.0,0.5,8.0,0.0,Male,15.0
85.06633791,4.0,4.0,4.0,1.0,4.0,1.2794,3.0,2.0,7.0,0.0,Male,15.0
74.23946269,1.0,4.0,5.0,1.0,5.0,1.2794,0.0,2.0,8.0,0.0,Male,16.0
63.18671378,1.0,4.0,3.0,1.0,5.0,1.2794,0.0,2.0,6.0,0.0,Male,16.0
67.02228158,1.0,7.0,1.0,1.0,5.0,1.2794,0.0,5.0,4.0,0.0,Male,16.0
15.98973041,1.0,4.0,3.0,1.0,4.0,1.2794,0.0,2.0,6.0,0.0,Male,15.0
61.78523973,8.0,4.0,5.0,1.0,5.0,1.2794,7.0,2.0,8.0,0.0,Male,16.0
93.79543511,3.0,1.0,4.0,1.0,4.0,1.2794,2.0,0.0,7.0,0.0,Male,15.0
84.67610222,1.0,1.0,5.0,1.0,5.0,1.2794,0.0,0.0,8.0,0.0,Male,16.0
92.41452555,1.0,7.0,1.0,1.0,5.0,1.2794,0.0,5.0,4.0,0.0,Male,16.0
54.04791735,4.0,7.0,4.0,2.0,4.0,0.3449,3.0,5.0,7.0,1.0,Female,15.0
51.77995186,5.0,3.0,5.0,2.0,5.0,0.3449,4.0,1.0,8.0,1.0,Female,16.0
86.07223918,1.0,5.0,1.0,2.0,5.0,1.4415,0.0,3.0,4.0,1.0,Female,16.0
89.94730421,4.0,5.0,4.0,2.0,4.0,1.4905,3.0,3.0,7.0,1.0,Female,15.0
63.35195197,8.0,3.0,1.0,2.0,4.0,1.4905,7.0,1.0,4.0,1.0,Female,15.0
99.80992116,8.0,7.0,4.0,2.0,4.0,1.4905,7.0,5.0,7.0,1.0,Female,15.0
76.13913858,7.0,7.0,4.0,2.0,5.0,1.4415,6.0,5.0,7.0,1.0,Female,16.0
66.01686883,8.0,7.0,3.0,2.0,5.0,1.4905,7.0,5.0,6.0,1.0,Female,16.0
92.18630697,5.0,3.0,4.0,2.0,5.0,1.4415,4.0,1.0,7.0,1.0,Female,16.0
92.67341005,7.0,4.0,5.0,2.0,5.0,1.4905,6.0,2.0,8.0,1.0,Female,16.0
46.63367372,6.0,2.0,5.0,1.0,6.0,1.3139,5.0,0.5,8.0,0.0,Male,17.0
16.31431911,4.0,5.0,4.0,1.0,6.0,1.3139,3.0,3.0,7.0,0.0,Male,17.0
67.02228158,1.0,7.0,1.0,1.0,5.0,1.3139,0.0,5.0,4.0,0.0,Male,16.0
49.28651193,1.0,2.0,3.0,1.0,5.0,1.3139,0.0,0.5,6.0,0.0,Male,16.0
92.23530338,8.0,3.0,1.0,1.0,6.0,1.1163,7.0,1.0,4.0,0.0,Male,17.0
66.72581086,4.0,3.0,4.0,1.0,5.0,1.3139,3.0,1.0,7.0,0.0,Male,16.0
23.08528326,3.0,2.0,2.0,1.0,6.0,1.3139,2.0,0.5,5.0,0.0,Male,17.0
79.94321014,4.0,5.0,3.0,1.0,5.0,1.3139,3.0,3.0,6.0,0.0,Male,16.0
50.83565947,1.0,2.0,4.0,1.0,5.0,1.3139,0.0,0.5,7.0,0.0,Male,16.0
97.82337051,8.0,2.0,5.0,1.0,5.0,1.3139,7.0,0.5,8.0,0.0,Male,16.0
25.62543853,6.0,1.0,4.0,1.0,6.0,1.3139,5.0,0.0,7.0,0.0,Male,17.0
87.0393965,1.0,7.0,1.0,2.0,7.0,1.3489,0.0,5.0,4.0,1.0,Female,18.0
2.702715023,5.0,2.0,5.0,2.0,6.0,1.3489,4.0,0.5,8.0,1.0,Female,17.0
84.25460359,1.0,7.0,1.0,2.0,6.0,1.3489,0.0,5.0,4.0,1.0,Female,17.0
99.30645185,4.0,4.0,4.0,2.0,6.0,0.3448,3.0,2.0,7.0,1.0,Female,17.0
74.45590053,8.0,2.0,6.0,2.0,6.0,1.3489,7.0,0.5,9.0,1.0,Female,17.0
98.27574094,8.0,1.0,6.0,2.0,6.0,1.3489,7.0,0.0,9.0,1.0,Female,17.0
87.89933447,8.0,2.0,3.0,2.0,6.0,1.3489,7.0,0.5,6.0,1.0,Female,17.0
84.41178425,1.0,1.0,3.0,2.0,5.0,1.3489,0.0,0.0,6.0,1.0,Female,16.0
86.94086538,1.0,6.0,4.0,2.0,5.0,1.3489,0.0,4.0,7.0,1.0,Female,16.0
61.62211135,4.0,2.0,5.0,2.0,6.0,1.3489,3.0,0.5,8.0,1.0,Female,17.0
7.43365761,1.0,7.0,2.0,2.0,7.0,1.3489,0.0,5.0,5.0,1.0,Female,18.0
56.8165505,8.0,5.0,6.0,2.0,5.0,1.3489,7.0,3.0,9.0,1.0,Female,16.0
91.42596371,8.0,3.0,3.0,2.0,7.0,1.7429,7.0,1.0,6.0,1.0,Female,18.0
79.76241959,6.0,3.0,5.0,1.0,6.0,1.7816,5.0,1.0,8.0,0.0,Male,17.0
42.06321618,4.0,1.0,3.0,1.0,6.0,1.7816,3.0,0.0,6.0,0.0,Male,17.0
95.36191231,8.0,2.0,5.0,1.0,6.0,1.7816,7.0,0.5,8.0,0.0,Male,17.0
96.35684269,1.0,1.0,4.0,2.0,7.0,1.7429,0.0,0.0,7.0,1.0,Female,18.0
27.90530303,1.0,1.0,1.0,2.0,6.0,1.7429,0.0,0.0,4.0,1.0,Female,17.0
56.18208753,1.0,7.0,3.0,2.0,7.0,1.7429,0.0,5.0,6.0,1.0,Female,18.0
84.52270324,8.0,7.0,7.0,2.0,6.0,1.7429,7.0,5.0,10.0,1.0,Female,17.0
26.55798646,8.0,7.0,7.0,2.0,7.0,1.3642,7.0,5.0,10.0,1.0,Female,18.0
61.12521977,3.0,7.0,6.0,2.0,6.0,1.7429,2.0,5.0,9.0,1.0,Female,17.0
90.3259285,5.0,4.0,1.0,2.0,7.0,1.5841,4.0,2.0,4.0,1.0,Female,18.0
44.87060316,1.0,1.0,4.0,2.0,6.0,1.7429,0.0,0.0,7.0,1.0,Female,17.0
95.37626702,1.0,4.0,1.0,2.0,7.0,1.7429,0.0,2.0,4.0,1.0,Female,18.0
75.2628239,4.0,3.0,2.0,2.0,6.0,1.3642,3.0,1.0,5.0,1.0,Female,17.0
20.03706101,7.0,2.0,3.0,2.0,6.0,1.7429,6.0,0.5,6.0,1.0,Female,17.0
1.427180351,1.0,2.0,3.0,2.0,7.0,1.7429,0.0,0.5,6.0,1.0,Female,18.0
52.55947074,6.0,2.0,4.0,1.0,4.0,2.0369,5.0,0.5,7.0,0.0,Male,15.0
96.25618095,1.0,4.0,5.0,1.0,4.0,2.0369,0.0,2.0,8.0,0.0,Male,15.0
0.071055622,8.0,7.0,3.0,1.0,3.0,0.5128,7.0,5.0,6.0,0.0,Male,14.0
80.51016783,1.0,3.0,4.0,1.0,3.0,2.0369,0.0,1.0,7.0,0.0,Male,14.0
70.75265862,8.0,5.0,6.0,1.0,3.0,2.0369,7.0,3.0,9.0,0.0,Male,14.0
98.76991154,3.0,5.0,1.0,1.0,5.0,1.2794,2.0,3.0,4.0,0.0,Male,16.0
92.39504425,3.0,2.0,6.0,2.0,3.0,2.1109,2.0,0.5,9.0,1.0,Female,14.0
94.70832232,3.0,6.0,2.0,2.0,4.0,2.1109,2.0,4.0,5.0,1.0,Female,15.0
1.126496772,3.0,7.0,3.0,2.0,4.0,2.1109,2.0,5.0,6.0,1.0,Female,15.0
52.16728949,8.0,5.0,3.0,2.0,4.0,2.1109,7.0,3.0,6.0,1.0,Female,15.0
82.7581041,6.0,7.0,4.0,2.0,5.0,2.1109,5.0,5.0,7.0,1.0,Female,16.0
26.04781219,8.0,5.0,5.0,2.0,5.0,1.4905,7.0,3.0,8.0,1.0,Female,16.0
82.9105435,8.0,2.0,5.0,2.0,5.0,2.1109,7.0,0.5,8.0,1.0,Female,16.0
77.31131058,8.0,3.0,4.0,2.0,4.0,2.1109,7.0,1.0,7.0,1.0,Female,15.0
65.01123559,1.0,6.0,3.0,1.0,5.0,1.8339,0.0,4.0,6.0,0.0,Male,16.0
48.38799949,5.0,1.0,4.0,2.0,5.0,2.055,4.0,0.0,7.0,1.0,Female,16.0
37.57997923,3.0,5.0,7.0,1.0,4.0,2.0597,2.0,3.0,10.0,0.0,Male,15.0
70.84066228,3.0,3.0,4.0,1.0,4.0,2.0597,2.0,1.0,7.0,0.0,Male,15.0
21.9624896,1.0,3.0,3.0,1.0,4.0,2.0597,0.0,1.0,6.0,0.0,Male,15.0
53.96737126,1.0,5.0,5.0,1.0,4.0,2.0597,0.0,3.0,8.0,0.0,Male,15.0
79.94743674,6.0,4.0,5.0,2.0,5.0,2.0109,5.0,2.0,8.0,1.0,Female,16.0
6.480710021,1.0,5.0,4.0,2.0,5.0,2.0109,0.0,3.0,7.0,1.0,Female,16.0
11.71844697,4.0,4.0,5.0,2.0,5.0,2.0109,3.0,2.0,8.0,1.0,Female,16.0
14.02708141,7.0,6.0,4.0,2.0,4.0,2.0109,6.0,4.0,7.0,1.0,Female,15.0
76.4894434,7.0,3.0,5.0,2.0,4.0,2.0109,6.0,1.0,8.0,1.0,Female,15.0
99.3207331,2.0,3.0,2.0,2.0,4.0,2.0109,1.0,1.0,5.0,1.0,Female,15.0
34.55230954,1.0,5.0,5.0,2.0,5.0,2.0109,0.0,3.0,8.0,1.0,Female,16.0
57.71859003,7.0,1.0,3.0,2.0,4.0,2.0109,6.0,0.0,6.0,1.0,Female,15.0
98.74117445,4.0,7.0,3.0,2.0,5.0,2.0109,3.0,5.0,6.0,1.0,Female,16.0
84.34610709,2.0,5.0,3.0,1.0,4.0,2.0597,1.0,3.0,6.0,0.0,Male,15.0
47.58022949,8.0,4.0,4.0,2.0,6.0,2.4313,7.0,2.0,7.0,1.0,Female,17.0
98.57458319,8.0,5.0,5.0,2.0,7.0,2.4313,7.0,3.0,8.0,1.0,Female,18.0
98.72363287,3.0,2.0,4.0,2.0,7.0,2.4313,2.0,0.5,7.0,1.0,Female,18.0
94.79049664,3.0,7.0,1.0,2.0,6.0,2.4313,2.0,5.0,4.0,1.0,Female,17.0
7.309878943,1.0,3.0,5.0,2.0,6.0,2.4313,0.0,1.0,8.0,1.0,Female,17.0
91.40877185,2.0,2.0,5.0,1.0,7.0,1.3317,1.0,0.5,8.0,0.0,Male,18.0
13.16010488,1.0,1.0,4.0,1.0,6.0,1.3317,0.0,0.0,7.0,0.0,Male,17.0
65.43024833,3.0,2.0,2.0,1.0,6.0,1.3317,2.0,0.5,5.0,0.0,Male,17.0
0.520765122,8.0,2.0,5.0,1.0,6.0,1.3317,7.0,0.5,8.0,0.0,Male,17.0
95.39469153,2.0,1.0,3.0,1.0,7.0,1.3317,1.0,0.0,6.0,0.0,Male,18.0
90.75765214,6.0,2.0,4.0,1.0,6.0,1.3317,5.0,0.5,7.0,0.0,Male,17.0
84.10842539,3.0,4.0,3.0,1.0,7.0,1.3317,2.0,2.0,6.0,0.0,Male,18.0
45.76251448,3.0,2.0,3.0,1.0,7.0,1.3317,2.0,0.5,6.0,0.0,Male,18.0
25.21110536,4.0,2.0,3.0,1.0,6.0,1.3317,3.0,0.5,6.0,0.0,Male,17.0
94.29536872,3.0,1.0,4.0,1.0,7.0,1.3317,2.0,0.0,7.0,0.0,Male,18.0
35.04876286,4.0,4.0,3.0,1.0,6.0,1.3317,3.0,2.0,6.0,0.0,Male,17.0
36.41834536,8.0,2.0,4.0,1.0,6.0,1.3317,7.0,0.5,7.0,0.0,Male,17.0
60.51961267,1.0,4.0,4.0,1.0,6.0,1.3317,0.0,2.0,7.0,0.0,Male,17.0
72.44971173,1.0,1.0,1.0,1.0,6.0,1.3317,0.0,0.0,4.0,0.0,Male,17.0
73.70743646,1.0,4.0,4.0,2.0,3.0,2.0771,0.0,2.0,7.0,1.0,Female,14.0
96.94902892,1.0,4.0,5.0,1.0,4.0,1.8763,0.0,2.0,8.0,0.0,Male,15.0
50.11612649,3.0,2.0,4.0,1.0,3.0,1.8763,2.0,0.5,7.0,0.0,Male,14.0
77.42100631,6.0,2.0,3.0,1.0,3.0,1.8763,5.0,0.5,6.0,0.0,Male,14.0
88.2640755,2.0,1.0,6.0,1.0,4.0,1.8763,1.0,0.0,9.0,0.0,Male,15.0
85.29469889,1.0,1.0,3.0,1.0,5.0,1.8763,0.0,0.0,6.0,0.0,Male,16.0
44.42268346,3.0,7.0,2.0,1.0,4.0,1.7746,2.0,5.0,5.0,0.0,Male,15.0
73.44604344,2.0,6.0,4.0,1.0,3.0,1.8763,1.0,4.0,7.0,0.0,Male,14.0
43.53539984,7.0,2.0,3.0,1.0,4.0,1.8763,6.0,0.5,6.0,0.0,Male,15.0
61.87259156,4.0,2.0,4.0,1.0,4.0,1.8763,3.0,0.5,7.0,0.0,Male,15.0
62.47075585,6.0,2.0,7.0,1.0,4.0,1.8763,5.0,0.5,10.0,0.0,Male,15.0
54.38998582,2.0,4.0,5.0,2.0,4.0,2.0771,1.0,2.0,8.0,1.0,Female,15.0
